,QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
753,LJTZ-10,Direct,Decreasing,Y,Y,37,35,24.13,586.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
754,SEWK-23,CTM,Decreasing accelerated,N,N,35,20,3.25,86.27,N,558,0,-999997,1,16,6,7,0,-999997
755,IMTF-43,CTM,Level,N,N,43,20,5.54,146.88,Y,559,4,-999997,4,6,2,5,0,-999997
756,SKWR-73,CTM,Decreasing,Y,N,54,5,6.35,230.65,N,574,2,-999997,2,15,8,7,0,-999997
757,AXSN-32,Direct,Decreasing accelerated,N,N,51,10,70.88,1530.24,N,565,2,-999997,8,3,2,2,0,-999997
758,ZMUO-95,Direct,Level,N,Y,39,25,17.19,338.98,N,576,9,-999997,22,7,3,2,0,-999997
759,VIDL-87,CTM,Decreasing,N,Y,34,10,21.97,502.47,N,576,9,-999997,22,7,3,2,0,-999997
760,LTHN-85,CTM,Level with CI,N,N,41,20,3.25,86.27,N,558,0,-999997,1,16,6,7,0,-999997
761,XHDC-58,MSM,Decreasing with CI,Y,Y,44,15,3.25,86.27,N,558,0,-999997,1,16,6,7,0,-999997
762,TJDT-30,Direct,Level,N,N,54,30,13.75,261.84,N,573,3,10,4,8,4,2,0,-999997
763,MEUV-29,Direct,Level,Y,Y,49,15,58.74,1622.3,Y,561,4,-999997,3,{ND},5,99,0,-999997
764,OYHR-94,CTM,Level accelerated,Y,N,39,20,43.1,1165.86,Y,561,4,-999997,3,{ND},5,99,0,-999997
765,TLSX-97,CTM,Level,Y,Y,43,30,43.1,1165.86,Y,561,4,-999997,3,{ND},5,99,0,-999997
766,FWDF-11,Direct,Decreasing with CI,Y,N,46,20,11.2,233.54,Y,561,4,-999997,3,{ND},5,99,0,-999997
767,LJWL-96,MSM,Level,Y,Y,40,30,20.67,518.68,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
768,XJFN-12,CTM,Level with CI,Y,N,47,25,10.59,254.54,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
769,QPZO-64,Direct,Level,Y,N,44,15,12.1,283.71,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
770,QKDH-10,MSM,Decreasing with CI,Y,N,54,40,12.1,283.71,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
771,GRBL-57,CTM,Level with CI,Y,Y,46,30,16.93,396.75,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
772,UGJP-85,MSM,Level with CI,N,N,35,10,12.99,186.63,N,538,1,12,3,23,6,6,0,-999997
773,GVZP-22,MSM,Decreasing with CI,Y,N,46,30,13.87,382.03,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
774,MERH-13,Direct,Decreasing,N,Y,39,5,13.87,382.03,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
775,ZBPQ-12,Direct,Decreasing accelerated,N,N,32,10,13.87,382.03,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
776,JSRX-59,CTM,Level accelerated,N,Y,60,40,13.87,382.03,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
777,OHII-91,MSM,Level,Y,Y,26,30,18.54,452.43,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
778,NGBR-85,Direct,Level,N,Y,54,20,4.4,137.96,N,552,0,24,7,15,5,6,0,-999997
779,XPKW-37,Direct,Level,N,Y,39,20,11.87,293.68,N,525,NULL,-999997,-999997,11,3,4,-999997,NULL
780,CITL-69,Direct,Decreasing,Y,N,45,20,11.87,293.68,N,525,NULL,-999997,-999997,11,3,4,-999997,NULL
781,VKND-41,Direct,Level,N,Y,30,20,10.84,297.22,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
782,HOBO-11,Direct,Decreasing with CI,Y,N,44,20,10.84,297.22,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
783,BNED-23,Direct,Decreasing with CI,N,Y,41,20,24.13,600.35,N,585,3,-999997,6,XX,X,5,0,-999997
784,YMEW-89,CTM,Level,N,N,37,30,26.32,515.21,N,585,3,-999997,6,XX,X,5,0,-999997
785,QOHN-45,CTM,Decreasing with CI,N,Y,60,35,26.32,515.21,N,585,3,-999997,6,XX,X,5,0,-999997
786,HWYX-41,CTM,Level with CI,N,N,46,20,15.17,409.13,N,576,9,-999997,22,7,3,2,0,-999997
787,ZBRY-81,MSM,Level,Y,Y,64,20,9.1,245.26,N,576,9,-999997,22,7,3,2,0,-999997
788,TGAN-14,CTM,Decreasing,Y,N,43,5,12.03,292.44,N,576,9,-999997,22,7,3,2,0,-999997
789,AWDT-53,Direct,Level,Y,Y,32,20,5.54,146.88,Y,559,4,-999997,4,6,2,5,0,-999997
790,ADXK-47,CTM,Level with CI,N,N,36,10,5.54,146.88,Y,559,4,-999997,4,6,2,5,0,-999997
791,GVES-13,CTM,Decreasing,N,N,45,20,18.23,535.99,N,539,5,-999997,5,17,6,4,0,-999997
792,HTFI-31,MSM,Level,Y,N,26,20,21.1,630.35,N,539,5,-999997,5,17,6,4,0,-999997
793,BLPF-98,CTM,Level with CI,N,N,36,20,66.03,1915.62,N,569,4,21,12,11,4,2,0,-999997
794,NROQ-76,CTM,Level with CI,Y,N,54,30,19.37,478.24,N,532,3,-999997,3,18,6,6,0,-999997
795,OTYH-58,CTM,Decreasing,Y,Y,39,20,17.19,338.98,N,567,9,-999997,12,8,4,2,0,-999997
796,QTBZ-93,Direct,Decreasing accelerated,Y,N,24,20,21.97,502.47,N,567,9,-999997,12,8,4,2,0,-999997
797,AZPG-53,CTM,Level,N,Y,48,20,15.17,409.13,N,567,9,-999997,12,8,4,2,0,-999997
798,YLLY-84,MSM,Level,N,N,51,30,9.1,245.26,N,567,9,-999997,12,8,4,2,0,-999997
799,WPNB-24,Direct,Decreasing,N,N,38,10,12.03,292.44,N,567,9,-999997,12,8,4,2,0,-999997
800,IFYV-45,MSM,Level with CI,N,Y,47,30,25,482.92,N,578,0,397,3,14,5,4,1,62
801,KMJP-86,Direct,Level accelerated,Y,Y,46,30,25,482.92,N,578,0,397,3,14,5,4,1,62
802,SIVM-74,CTM,Level,N,Y,40,35,55.27,1624.43,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
803,DIHC-33,MSM,Level,Y,N,43,30,12.55,430.93,N,540,0,-999997,5,22,7,5,0,-999997
804,CLWZ-63,CTM,Decreasing,Y,N,43,20,14.2,354.04,N,550,3,40,5,18,5,8,0,-999997
805,JVMH-88,CTM,Level,Y,N,51,10,10,249.28,N,550,3,40,5,18,5,8,0,-999997
806,EKSE-89,CTM,Level,Y,N,46,10,14.2,354.04,N,550,3,40,5,18,5,8,0,-999997
807,VDKC-52,Direct,Level,Y,Y,39,20,56.96,1513.85,N,569,4,21,12,11,4,2,0,-999997
808,XDNS-53,Direct,Level with CI,Y,N,39,25,67.26,1941.56,N,569,4,21,12,11,4,2,0,-999997
809,HEAQ-81,Direct,Decreasing,Y,Y,46,20,79.48,2200.93,N,569,4,21,12,11,4,2,0,-999997
810,VFHT-67,MSM,Level,N,N,39,25,79.48,2200.93,N,569,4,21,12,11,4,2,0,-999997
811,BYPW-47,CTM,Level,Y,N,52,15,24.08,510.89,N,569,4,21,12,11,4,2,0,-999997
812,EPAP-90,Direct,Level,Y,N,54,20,27.64,665.55,N,532,3,-999997,3,18,6,6,0,-999997
813,ZMIM-81,MSM,Level with CI,Y,N,38,10,29.3,703.91,N,532,3,-999997,3,18,6,6,0,-999997
814,ZIEV-72,Direct,Decreasing,N,Y,36,30,25.92,0,N,572,4,-999997,0,6,8,6,0,-999997
815,BRXW-56,CTM,Decreasing with CI,Y,N,45,10,22.62,0,N,572,4,-999997,0,6,8,6,0,-999997
816,IDYE-58,CTM,Decreasing with CI,Y,Y,53,5,25.92,0,N,572,4,-999997,0,6,8,6,0,-999997
817,LIDX-49,Direct,Decreasing,N,Y,44,20,13.2,0,N,572,4,-999997,0,6,8,6,0,-999997
818,PISQ-43,MSM,Level,Y,Y,47,40,6.41,140.57,Y,561,0,109,12,11,4,9,0,-999997
819,ZZIK-13,CTM,Decreasing,Y,N,46,20,6.41,140.57,Y,561,0,109,12,11,4,9,0,-999997
820,REUQ-76,Direct,Level,Y,Y,39,30,87.79,2204.56,N,563,2,-999997,6,9,4,4,0,-999997
821,CTCN-54,MSM,Level with CI,N,Y,47,20,34.91,771.72,N,563,2,-999997,6,9,4,4,0,-999997
822,DKCJ-59,Direct,Level,Y,N,37,10,34.91,771.72,N,563,2,-999997,6,9,4,4,0,-999997
823,IWFY-29,Direct,Decreasing,N,Y,28,20,41.01,906.36,N,563,2,-999997,6,9,4,4,0,-999997
824,YWOQ-52,CTM,Decreasing with CI,Y,N,36,20,34.91,771.72,N,563,2,-999997,6,9,4,4,0,-999997
825,SPDE-31,Direct,Decreasing,Y,Y,47,5,20.61,455.49,N,563,2,-999997,6,9,4,4,0,-999997
826,RLVY-29,MSM,Decreasing with CI,Y,N,54,30,8.89,295.81,Y,553,3,-999997,23,13,5,6,0,-999997
827,IEYS-36,CTM,Level with CI,Y,N,35,20,8.89,295.81,Y,553,3,-999997,23,13,5,6,0,-999997
828,OVAH-48,CTM,Level,N,Y,47,5,8.89,295.81,Y,553,3,-999997,23,13,5,6,0,-999997
829,WWKZ-86,Direct,Level with CI,N,N,51,40,8.22,204.79,Y,553,3,-999997,23,13,5,6,0,-999997
830,ZUDW-94,Direct,Level,Y,N,57,30,6.53,217.46,Y,553,3,-999997,23,13,5,6,0,-999997
831,PIQU-62,CTM,Level,Y,Y,44,40,8.22,204.79,Y,553,3,-999997,23,13,5,6,0,-999997
832,FWAW-82,CTM,Decreasing accelerated,Y,N,40,30,6.53,217.46,Y,553,3,-999997,23,13,5,6,0,-999997
833,HJUN-72,CTM,Level,N,N,47,20,94.45,1876.91,N,568,2,-999997,3,20,6,5,0,-999997
834,LHUH-56,CTM,Level,Y,Y,41,10,7.49,209.76,N,567,2,5,6,8,3,2,0,-999997
835,XAMO-43,MSM,Decreasing,N,Y,24,30,39.52,957.28,N,547,0,5,3,{ND},7,99,0,-999997
836,DFPZ-83,Direct,Decreasing,N,N,45,20,39.52,957.28,N,547,0,5,3,{ND},7,99,0,-999997
837,FBCF-31,CTM,Level,N,N,43,20,6.41,140.57,Y,561,0,109,12,11,4,9,0,-999997
838,QZOY-15,CTM,Decreasing with CI,N,N,50,20,6.41,140.57,Y,561,0,109,12,11,4,9,0,-999997
839,VEOL-74,MSM,Level,N,Y,56,20,6.41,140.57,Y,561,0,109,12,11,4,9,0,-999997
840,VNUI-42,MSM,Level,Y,N,46,25,8.68,190.41,Y,561,0,109,12,11,4,9,0,-999997
841,BKMA-59,CTM,Level with CI,Y,N,46,20,6.41,140.57,Y,561,0,109,12,11,4,9,0,-999997
842,HOCY-31,CTM,Level,Y,Y,38,10,9.97,108.48,N,545,2,-999997,10,13,6,10,0,-999997
843,MKIT-54,CTM,Level,Y,Y,46,20,9.97,108.48,N,545,2,-999997,10,13,6,10,0,-999997
844,CWYG-97,CTM,Level with CI,N,N,47,25,13.58,147.81,N,545,2,-999997,10,13,6,10,0,-999997
845,TSBI-10,CTM,Level accelerated,Y,N,52,10,3.41,86.38,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
846,LCZK-21,Direct,Level with CI,Y,N,59,40,3.66,96.95,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
847,ZAZN-88,Direct,Level with CI,Y,N,41,20,4,103.39,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
848,DDBN-21,CTM,Decreasing with CI,N,N,41,25,3.67,92.92,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
849,MBOF-38,CTM,Level,Y,Y,53,5,3.95,104.56,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
850,XXSO-65,CTM,Level,Y,N,37,30,4.31,111.5,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
851,UZFW-60,CTM,Level,Y,Y,47,20,4.2,126.45,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
852,AWUU-77,CTM,Decreasing,N,Y,56,10,4.6,149.36,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
853,XDFD-77,MSM,Decreasing with CI,Y,N,37,15,5.08,167.08,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
854,AVZZ-12,Direct,Level accelerated,Y,N,46,20,6.74,202.93,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
855,YAJR-61,CTM,Level with CI,Y,N,52,10,7.53,244.39,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
856,TQYG-71,CTM,Decreasing accelerated,Y,N,54,10,8.35,274.45,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
857,XKCQ-76,Direct,Level with CI,Y,N,49,20,3.18,95.85,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
858,MUXG-70,Direct,Level with CI,Y,N,47,5,3.43,111.35,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
859,FXRU-74,CTM,Level accelerated,Y,N,51,30,3.78,124.13,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
860,BJKF-22,Direct,Level with CI,N,N,44,30,3.35,100.95,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
861,EOLK-38,CTM,Decreasing,Y,N,46,20,3.63,117.68,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
862,FOBP-42,CTM,Decreasing,N,N,40,10,4,131.29,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
863,FLLU-12,Direct,Level,N,N,27,30,12.26,274.13,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
864,TXFA-34,MSM,Level,Y,N,35,30,40.11,907.76,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
865,TEPL-76,Direct,Decreasing with CI,Y,N,56,20,8.6,190.85,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
866,IFKT-48,MSM,Level,Y,Y,47,25,20,522.56,N,581,0,-999997,11,6,3,2,0,-999997
867,KYUP-91,CTM,Level accelerated,Y,Y,32,20,10.35,281.27,Y,556,1,10,12,13,7,8,0,-999997
868,GPRJ-67,MSM,Level,Y,N,57,10,10.35,281.27,Y,556,1,10,12,13,7,8,0,-999997
869,RYXV-51,MSM,Level,Y,Y,36,20,10.35,281.27,Y,556,1,10,12,13,7,8,0,-999997
870,LJBT-23,CTM,Decreasing with CI,N,N,39,5,10.35,281.27,Y,556,1,10,12,13,7,8,0,-999997
871,GZOS-57,Direct,Decreasing accelerated,Y,Y,33,20,88.62,1774.15,N,593,0,21,11,2,2,1,0,-999997
872,XCJG-34,MSM,Decreasing with CI,Y,Y,48,35,88.62,1774.15,N,593,0,21,11,2,2,1,0,-999997
873,HMTN-19,CTM,Level with CI,Y,N,32,20,45.65,869.32,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
874,XSHZ-25,CTM,Decreasing with CI,Y,N,46,10,51.15,1004.27,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
875,KYEH-93,CTM,Level,N,Y,53,5,23.39,0,N,568,7,-999997,8,6,4,3,0,-999997
876,RIRO-73,Direct,Level accelerated,Y,Y,50,15,15,0,N,568,7,-999997,8,6,4,3,0,-999997
877,EJNH-35,CTM,Decreasing with CI,N,N,47,20,65.75,0,N,568,7,-999997,8,6,4,3,0,-999997
878,JHFX-22,Direct,Level,Y,N,23,30,15.01,0,N,568,7,-999997,8,6,4,3,0,-999997
879,MQNF-82,Direct,Decreasing with CI,Y,Y,51,15,36.84,0,N,568,7,-999997,8,6,4,3,0,-999997
880,TPGQ-37,CTM,Decreasing,N,N,37,20,46.48,0,N,568,7,-999997,8,6,4,3,0,-999997
881,EQBG-44,Direct,Decreasing with CI,Y,Y,62,20,15,331.19,N,568,7,-999997,8,6,4,3,0,-999997
882,HWAB-68,CTM,Level with CI,Y,N,57,30,15.61,344.66,N,568,7,-999997,8,6,4,3,0,-999997
883,LOQU-90,MSM,Decreasing with CI,N,N,26,20,23.83,612.02,Y,558,2,-999997,0,5,8,5,0,-999997
884,FZEC-47,CTM,Decreasing with CI,Y,Y,48,30,23.83,612.02,Y,558,2,-999997,0,5,8,5,0,-999997
885,SOTO-52,CTM,Level with CI,Y,Y,48,20,23.83,612.02,Y,558,2,-999997,0,5,8,5,0,-999997
886,CCZD-58,Direct,Level,Y,N,46,20,15,443.53,N,568,1,10,5,20,5,5,0,-999997
887,KJRA-38,CTM,Level accelerated,N,Y,49,30,16.42,461.16,N,568,1,10,5,20,5,5,0,-999997
888,BPIY-95,CTM,Decreasing,N,Y,43,20,17.61,502.96,Y,568,1,10,5,20,5,5,0,-999997
889,CRWT-18,CTM,Level,Y,Y,52,30,28.85,837.99,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
890,JHKM-95,MSM,Level with CI,Y,N,32,20,7.08,187.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
891,BEZL-89,CTM,Level,Y,N,43,10,7.08,187.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
892,CDPC-39,CTM,Level accelerated,N,Y,39,10,19.37,478.24,N,532,3,-999997,3,18,6,6,0,-999997
893,UIEI-41,MSM,Level,Y,N,45,40,143.14,4099.9,N,485,NULL,-999997,-999997,20,7,2,-999997,NULL
894,YUOV-30,Direct,Decreasing,Y,Y,46,10,5.44,144.04,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
895,UWIP-88,Direct,Decreasing,Y,N,44,30,11.64,327.9,N,564,7,22,19,22,5,6,0,-999997
896,GNWL-82,MSM,Level accelerated,N,N,34,30,11.64,327.9,N,564,7,22,19,22,5,6,0,-999997
897,EQPL-68,CTM,Decreasing,Y,N,47,25,14.14,153.81,N,557,7,-999997,6,18,4,7,0,-999997
898,MLDB-13,CTM,Level,Y,Y,57,20,14.14,153.81,N,557,7,-999997,6,18,4,7,0,-999997
899,YKCM-59,CTM,Level,N,Y,36,40,23.31,703.75,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
900,GQUH-47,MSM,Decreasing accelerated,Y,N,43,10,24.36,456.83,N,583,0,36,5,{ND},4,99,0,-999997
901,MMRO-31,Direct,Decreasing with CI,Y,N,42,20,6.9,201.24,N,540,0,21,4,21,8,10,0,-999997
902,ULNZ-85,CTM,Decreasing accelerated,Y,Y,46,20,9.93,289.64,N,540,0,21,4,21,8,10,0,-999997
903,UPYQ-58,CTM,Decreasing with CI,Y,N,51,20,23.42,571.3,N,572,2,-999997,3,13,5,5,0,-999997
904,MLVT-14,CTM,Decreasing with CI,Y,N,47,30,29.73,573,N,587,3,21,2,14,3,1,0,-999997
905,ZHPZ-32,Direct,Decreasing with CI,N,Y,43,20,29.99,578,N,587,3,21,2,14,3,1,0,-999997
906,CKMA-57,MSM,Decreasing accelerated,Y,N,36,20,77.46,1542.88,N,587,3,21,2,14,3,1,0,-999997
907,HEDX-30,MSM,Level accelerated,Y,N,42,20,77.46,1542.88,N,587,3,21,2,14,3,1,0,-999997
908,RTGA-44,CTM,Level accelerated,Y,Y,35,25,68.41,1746.37,N,602,0,289,0,15,5,8,0,-999997
909,DPDL-18,Direct,Decreasing with CI,Y,Y,63,30,64.05,1364.11,N,567,1,37,4,15,3,4,0,-999997
910,KQJP-90,MSM,Level with CI,N,N,51,30,46.42,1031.64,N,567,1,37,4,15,3,4,0,-999997
911,NMLX-26,CTM,Level accelerated,Y,N,39,30,46.42,1031.64,N,567,1,37,4,15,3,4,0,-999997
912,JUOY-60,Direct,Level accelerated,Y,N,59,20,35.18,870.81,N,567,1,37,4,15,3,4,0,-999997
913,OOXO-58,MSM,Level,Y,N,53,5,4.97,125.67,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
914,VGTX-43,MSM,Level with CI,Y,N,48,30,5.38,142.6,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
915,ZDFM-92,Direct,Level,Y,N,45,20,5.88,152.05,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
916,TCAW-25,MSM,Level,Y,Y,58,20,8.85,223.91,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
917,ENLX-66,MSM,Level,N,Y,39,5,9.69,256.73,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
918,NVNM-22,CTM,Level with CI,Y,N,45,30,10.58,273.68,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
919,FICG-99,Direct,Level,N,Y,47,15,6.1,154.24,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
920,IMLO-63,Direct,Level,Y,Y,40,20,6.88,182.21,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
921,OQTI-25,CTM,Level with CI,Y,N,42,15,7.85,203.1,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
922,NDRU-24,Direct,Level accelerated,Y,N,52,10,4.81,121.64,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
923,SYKW-12,Direct,Decreasing,N,N,51,30,5.36,142.11,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
924,HLMR-58,CTM,Level,Y,Y,42,10,6.08,157.23,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
925,IHCS-28,CTM,Level,N,N,45,5,24.14,610.65,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
926,SYJX-51,CTM,Level,Y,N,34,25,6.96,175.98,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
927,GVUN-80,MSM,Level with CI,N,Y,37,30,7.88,208.94,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
928,CLWJ-66,MSM,Level accelerated,Y,N,41,10,9.03,233.68,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
929,EZHA-35,MSM,Level accelerated,N,N,37,15,11.25,284.64,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
930,LQDI-95,MSM,Level,Y,Y,46,20,12.93,342.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
931,VQIM-26,Direct,Level,N,N,33,5,14.95,386.6,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
932,ZTOA-73,CTM,Decreasing with CI,N,N,42,20,227.1,6402.65,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
933,DDVA-54,Direct,Level accelerated,N,Y,53,30,76.58,2009.18,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
934,JMBC-57,CTM,Level,N,N,44,30,227.1,6402.65,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
935,KDZS-57,Direct,Level with CI,N,Y,46,30,28.98,619.99,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
936,BZFZ-16,CTM,Decreasing with CI,Y,N,48,20,36,663.87,N,580,1,-999997,1,8,3,1,0,-999997
937,NLFL-21,Direct,Decreasing with CI,N,N,44,20,36,663.87,N,580,1,-999997,1,8,3,1,0,-999997
938,NMAO-52,CTM,Level with CI,N,N,56,20,20,608.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
939,IHJA-34,MSM,Level,Y,N,45,10,11.76,361.95,N,564,7,22,19,22,5,6,0,-999997
940,BHTC-89,MSM,Decreasing with CI,Y,Y,54,10,179.88,5159.24,N,485,NULL,-999997,-999997,20,7,2,-999997,NULL
941,XEIU-87,CTM,Decreasing accelerated,N,Y,38,20,15.37,491.8,N,574,4,8,8,10,4,5,0,-999997
942,RYOW-67,CTM,Decreasing accelerated,N,N,34,30,15.37,491.8,N,574,4,8,8,10,4,5,0,-999997
943,WCAW-85,MSM,Decreasing,N,N,23,35,17.14,546.89,N,574,4,8,8,10,4,5,0,-999997
944,VZTI-69,MSM,Level with CI,N,N,45,20,29.4,133.79,Y,567,4,20,12,15,6,5,0,-999997
945,KIVY-94,Direct,Decreasing accelerated,Y,Y,60,15,29.4,133.79,Y,567,4,20,12,15,6,5,0,-999997
946,SJCR-64,MSM,Level accelerated,N,N,55,20,38.2,173.83,Y,567,4,20,12,15,6,5,0,-999997
947,URWT-70,CTM,Level,Y,Y,64,20,38.2,173.83,Y,567,4,20,12,15,6,5,0,-999997
948,KIQW-99,MSM,Level,N,N,26,20,28.5,506.08,N,514,4,16,14,23,7,10,0,-999997
949,OAXC-74,CTM,Level,Y,N,56,30,28.5,506.08,N,514,4,16,14,23,7,10,0,-999997
950,UJCW-78,CTM,Level with CI,Y,Y,41,5,28.5,506.08,N,514,4,16,14,23,7,10,0,-999997
951,AIOY-87,CTM,Level,Y,N,44,30,28.5,506.08,N,514,4,16,14,23,7,10,0,-999997
952,MLIA-97,CTM,Level with CI,N,N,45,20,28.5,506.08,N,514,4,16,14,23,7,10,0,-999997
953,DKGB-13,CTM,Decreasing with CI,Y,N,53,30,174.85,4857.41,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
954,FGHY-90,Direct,Level with CI,Y,N,46,40,69.57,1895.15,N,573,1,21,8,14,4,5,0,-999997
955,WDPH-91,MSM,Level with CI,Y,Y,47,30,69.57,1895.15,N,573,1,21,8,14,4,5,0,-999997
956,ZERM-31,CTM,Decreasing,Y,Y,55,30,31.02,863.72,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
957,GWDK-43,MSM,Level with CI,Y,N,40,20,35.87,1014.54,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
958,IPTU-14,Direct,Level,Y,N,53,15,35.87,1014.54,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
959,HSCA-48,Direct,Decreasing accelerated,Y,N,37,10,25,705.05,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
960,VYMJ-62,Direct,Level accelerated,Y,N,29,25,25,700.29,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
961,DFAS-10,CTM,Decreasing with CI,Y,N,56,40,29.4,813.44,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
962,BEQR-51,CTM,Level with CI,Y,Y,59,40,30.47,846.55,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
963,CTFB-18,MSM,Decreasing with CI,Y,Y,56,30,25,705.05,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
964,ZBXN-35,MSM,Level accelerated,N,Y,45,20,23.42,571.3,N,572,2,-999997,3,13,5,5,0,-999997
965,OYTG-97,Direct,Level with CI,Y,N,45,10,20,472.02,N,572,2,-999997,3,13,5,5,0,-999997
966,LKVL-11,Direct,Level with CI,Y,Y,53,20,20,472.02,N,572,2,-999997,3,13,5,5,0,-999997
967,YVZT-43,CTM,Level,N,N,33,5,5.6,148.3,N,574,2,37,10,18,4,9,0,-999997
968,TOYA-63,Direct,Decreasing,Y,N,44,20,5.6,148.3,N,574,2,37,10,18,4,9,0,-999997
969,BKOA-15,MSM,Decreasing,Y,N,49,30,29.33,791.79,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
970,TOPJ-55,MSM,Level with CI,Y,Y,41,20,29.33,791.79,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
971,OWPF-70,Direct,Level with CI,Y,Y,48,30,29.33,791.79,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
972,KFIC-35,CTM,Level accelerated,Y,N,44,25,17.61,502.96,N,568,1,10,5,20,5,5,0,-999997
973,KPDJ-32,CTM,Decreasing,N,N,46,40,17.61,502.96,N,568,1,10,5,20,5,5,0,-999997
974,PBVM-36,Direct,Level,N,N,51,20,17.21,489,N,568,1,10,5,20,5,5,0,-999997
975,SHXY-55,MSM,Decreasing accelerated,Y,N,40,10,17.21,489,N,568,1,10,5,20,5,5,0,-999997
