QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
LCZK-21,Direct,Level with CI,1.0,0,59.0,40,3.66,96.95,0,,,,,,,,,
ZAZN-88,Direct,Level with CI,1.0,0,41.0,20,4.0,103.39,0,,,,,,,,,
DDBN-21,CTM,Decreasing with CI,0.0,0,41.0,25,3.67,92.92,0,,,,,,,,,
MBOF-38,CTM,Level,1.0,1,53.0,5,3.95,104.56,0,,,,,,,,,
XXSO-65,CTM,Level,1.0,0,37.0,30,4.31,111.5,0,,,,,,,,,
UZFW-60,CTM,Level,1.0,1,47.0,20,4.2,126.45,0,,,,,,,,,
AWUU-77,CTM,Decreasing,0.0,1,56.0,10,4.6,149.36,0,,,,,,,,,
XDFD-77,MSM,Decreasing with CI,1.0,0,37.0,15,5.08,167.08,0,,,,,,,,,
AVZZ-12,Direct,Level accelerated,1.0,0,46.0,20,6.74,202.93,0,,,,,,,,,
YAJR-61,CTM,Level with CI,1.0,0,52.0,10,7.53,244.39,0,,,,,,,,,
TQYG-71,CTM,Decreasing accelerated,1.0,0,54.0,10,8.35,274.45,0,,,,,,,,,
XKCQ-76,Direct,Level with CI,1.0,0,49.0,20,3.18,95.85,0,,,,,,,,,
MUXG-70,Direct,Level with CI,1.0,0,47.0,5,3.43,111.35,0,,,,,,,,,
FXRU-74,CTM,Level accelerated,1.0,0,51.0,30,3.78,124.13,0,,,,,,,,,
BJKF-22,Direct,Level with CI,0.0,0,44.0,30,3.35,100.95,0,,,,,,,,,
EOLK-38,CTM,Decreasing,1.0,0,46.0,20,3.63,117.68,0,,,,,,,,,
FOBP-42,CTM,Decreasing,0.0,0,40.0,10,4.0,131.29,0,,,,,,,,,
FLLU-12,Direct,Level,0.0,0,27.0,30,12.26,274.13,0,,,,,,,,,
TXFA-34,MSM,Level,1.0,0,35.0,30,40.11,907.76,0,,,,,,,,,
TEPL-76,Direct,Decreasing with CI,1.0,0,56.0,20,8.6,190.85,0,,,,,,,,,
IFKT-48,MSM,Level,1.0,1,47.0,25,20.0,522.56,0,581.0,0.0,,11.0,6,3,2.0,0.0,
KYUP-91,CTM,Level accelerated,1.0,1,32.0,20,10.35,281.27,1,556.0,1.0,10.0,12.0,13,7,8.0,0.0,
GPRJ-67,MSM,Level,1.0,0,57.0,10,10.35,281.27,1,556.0,1.0,10.0,12.0,13,7,8.0,0.0,
RYXV-51,MSM,Level,1.0,1,36.0,20,10.35,281.27,1,556.0,1.0,10.0,12.0,13,7,8.0,0.0,
LJBT-23,CTM,Decreasing with CI,0.0,0,39.0,5,10.35,281.27,1,556.0,1.0,10.0,12.0,13,7,8.0,0.0,
GZOS-57,Direct,Decreasing accelerated,1.0,1,33.0,20,88.62,1774.15,0,593.0,0.0,21.0,11.0,2,2,1.0,0.0,
XCJG-34,MSM,Decreasing with CI,1.0,1,48.0,35,88.62,1774.15,0,593.0,0.0,21.0,11.0,2,2,1.0,0.0,
HMTN-19,CTM,Level with CI,1.0,0,32.0,20,45.65,869.32,0,,,,,,,,,
XSHZ-25,CTM,Decreasing with CI,1.0,0,46.0,10,51.15,1004.27,0,,,,,,,,,
KYEH-93,CTM,Level,0.0,1,53.0,5,23.39,0.0,0,568.0,7.0,,8.0,6,4,3.0,0.0,
RIRO-73,Direct,Level accelerated,1.0,1,50.0,15,15.0,0.0,0,568.0,7.0,,8.0,6,4,3.0,0.0,
EJNH-35,CTM,Decreasing with CI,0.0,0,47.0,20,65.75,0.0,0,568.0,7.0,,8.0,6,4,3.0,0.0,
JHFX-22,Direct,Level,1.0,0,23.0,30,15.01,0.0,0,568.0,7.0,,8.0,6,4,3.0,0.0,
MQNF-82,Direct,Decreasing with CI,1.0,1,51.0,15,36.84,0.0,0,568.0,7.0,,8.0,6,4,3.0,0.0,
TPGQ-37,CTM,Decreasing,0.0,0,37.0,20,46.48,0.0,0,568.0,7.0,,8.0,6,4,3.0,0.0,
EQBG-44,Direct,Decreasing with CI,1.0,1,62.0,20,15.0,331.19,0,568.0,7.0,,8.0,6,4,3.0,0.0,
HWAB-68,CTM,Level with CI,1.0,0,57.0,30,15.61,344.66,0,568.0,7.0,,8.0,6,4,3.0,0.0,
LOQU-90,MSM,Decreasing with CI,0.0,0,26.0,20,23.83,612.02,1,558.0,2.0,,0.0,5,8,5.0,0.0,
FZEC-47,CTM,Decreasing with CI,1.0,1,48.0,30,23.83,612.02,1,558.0,2.0,,0.0,5,8,5.0,0.0,
SOTO-52,CTM,Level with CI,1.0,1,48.0,20,23.83,612.02,1,558.0,2.0,,0.0,5,8,5.0,0.0,
CCZD-58,Direct,Level,1.0,0,46.0,20,15.0,443.53,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
KJRA-38,CTM,Level accelerated,0.0,1,49.0,30,16.42,461.16,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
BPIY-95,CTM,Decreasing,0.0,1,43.0,20,17.61,502.96,1,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
CRWT-18,CTM,Level,1.0,1,52.0,30,28.85,837.99,0,,,,,,,,,
JHKM-95,MSM,Level with CI,1.0,0,32.0,20,7.08,187.58,0,,,,,,,,,
BEZL-89,CTM,Level,1.0,0,43.0,10,7.08,187.58,0,,,,,,,,,
CDPC-39,CTM,Level accelerated,0.0,1,39.0,10,19.37,478.24,0,532.0,3.0,,3.0,18,6,6.0,0.0,
UIEI-41,MSM,Level,1.0,0,45.0,40,143.14,4099.9,0,485.0,,,,20,7,2.0,,
YUOV-30,Direct,Decreasing,1.0,1,46.0,10,5.44,144.04,0,,,,,,,,,
UWIP-88,Direct,Decreasing,1.0,0,44.0,30,11.64,327.9,0,564.0,7.0,22.0,19.0,22,5,6.0,0.0,
GNWL-82,MSM,Level accelerated,0.0,0,34.0,30,11.64,327.9,0,564.0,7.0,22.0,19.0,22,5,6.0,0.0,
EQPL-68,CTM,Decreasing,1.0,0,47.0,25,14.14,153.81,0,557.0,7.0,,6.0,18,4,7.0,0.0,
MLDB-13,CTM,Level,1.0,1,57.0,20,14.14,153.81,0,557.0,7.0,,6.0,18,4,7.0,0.0,
YKCM-59,CTM,Level,0.0,1,36.0,40,23.31,703.75,0,,,,,,,,,
GQUH-47,MSM,Decreasing accelerated,1.0,0,43.0,10,24.36,456.83,0,583.0,0.0,36.0,5.0,,4,,0.0,
MMRO-31,Direct,Decreasing with CI,1.0,0,42.0,20,6.9,201.24,0,540.0,0.0,21.0,4.0,21,8,10.0,0.0,
ULNZ-85,CTM,Decreasing accelerated,1.0,1,46.0,20,9.93,289.64,0,540.0,0.0,21.0,4.0,21,8,10.0,0.0,
UPYQ-58,CTM,Decreasing with CI,1.0,0,51.0,20,23.42,571.3,0,572.0,2.0,,3.0,13,5,5.0,0.0,
MLVT-14,CTM,Decreasing with CI,1.0,0,47.0,30,29.73,573.0,0,587.0,3.0,21.0,2.0,14,3,1.0,0.0,
ZHPZ-32,Direct,Decreasing with CI,0.0,1,43.0,20,29.99,578.0,0,587.0,3.0,21.0,2.0,14,3,1.0,0.0,
CKMA-57,MSM,Decreasing accelerated,1.0,0,36.0,20,77.46,1542.88,0,587.0,3.0,21.0,2.0,14,3,1.0,0.0,
HEDX-30,MSM,Level accelerated,1.0,0,42.0,20,77.46,1542.88,0,587.0,3.0,21.0,2.0,14,3,1.0,0.0,
RTGA-44,CTM,Level accelerated,1.0,1,35.0,25,68.41,1746.37,0,602.0,0.0,289.0,0.0,15,5,8.0,0.0,
DPDL-18,Direct,Decreasing with CI,1.0,1,63.0,30,64.05,1364.11,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
KQJP-90,MSM,Level with CI,0.0,0,51.0,30,46.42,1031.64,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
NMLX-26,CTM,Level accelerated,1.0,0,39.0,30,46.42,1031.64,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
JUOY-60,Direct,Level accelerated,1.0,0,59.0,20,35.18,870.81,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
OOXO-58,MSM,Level,1.0,0,53.0,5,4.97,125.67,0,,,,,,,,,
VGTX-43,MSM,Level with CI,1.0,0,48.0,30,5.38,142.6,0,,,,,,,,,
ZDFM-92,Direct,Level,1.0,0,45.0,20,5.88,152.05,0,,,,,,,,,
TCAW-25,MSM,Level,1.0,1,58.0,20,8.85,223.91,0,,,,,,,,,
ENLX-66,MSM,Level,0.0,1,39.0,5,9.69,256.73,0,,,,,,,,,
NVNM-22,CTM,Level with CI,1.0,0,45.0,30,10.58,273.68,0,,,,,,,,,
FICG-99,Direct,Level,0.0,1,47.0,15,6.1,154.24,0,,,,,,,,,
IMLO-63,Direct,Level,1.0,1,40.0,20,6.88,182.21,0,,,,,,,,,
OQTI-25,CTM,Level with CI,1.0,0,42.0,15,7.85,203.1,0,,,,,,,,,
NDRU-24,Direct,Level accelerated,1.0,0,52.0,10,4.81,121.64,0,,,,,,,,,
SYKW-12,Direct,Decreasing,0.0,0,51.0,30,5.36,142.11,0,,,,,,,,,
HLMR-58,CTM,Level,1.0,1,42.0,10,6.08,157.23,0,,,,,,,,,
IHCS-28,CTM,Level,0.0,0,45.0,5,24.14,610.65,0,,,,,,,,,
SYJX-51,CTM,Level,1.0,0,34.0,25,6.96,175.98,0,,,,,,,,,
GVUN-80,MSM,Level with CI,0.0,1,37.0,30,7.88,208.94,0,,,,,,,,,
CLWJ-66,MSM,Level accelerated,1.0,0,41.0,10,9.03,233.68,0,,,,,,,,,
EZHA-35,MSM,Level accelerated,0.0,0,37.0,15,11.25,284.64,0,,,,,,,,,
LQDI-95,MSM,Level,1.0,1,46.0,20,12.93,342.58,0,,,,,,,,,
VQIM-26,Direct,Level,0.0,0,33.0,5,14.95,386.6,0,,,,,,,,,
ZTOA-73,CTM,Decreasing with CI,0.0,0,42.0,20,227.1,6402.65,0,,,,,,,,,
DDVA-54,Direct,Level accelerated,0.0,1,53.0,30,76.58,2009.18,0,,,,,,,,,
JMBC-57,CTM,Level,0.0,0,44.0,30,227.1,6402.65,0,,,,,,,,,
KDZS-57,Direct,Level with CI,0.0,1,46.0,30,28.98,619.99,0,,,,,,,,,
BZFZ-16,CTM,Decreasing with CI,1.0,0,48.0,20,36.0,663.87,0,580.0,1.0,,1.0,8,3,1.0,0.0,
NLFL-21,Direct,Decreasing with CI,0.0,0,44.0,20,36.0,663.87,0,580.0,1.0,,1.0,8,3,1.0,0.0,
NMAO-52,CTM,Level with CI,0.0,0,56.0,20,20.0,608.87,0,,,,,,,,,
IHJA-34,MSM,Level,1.0,0,45.0,10,11.76,361.95,0,564.0,7.0,22.0,19.0,22,5,6.0,0.0,
BHTC-89,MSM,Decreasing with CI,1.0,1,54.0,10,179.88,5159.24,0,485.0,,,,20,7,2.0,,
XEIU-87,CTM,Decreasing accelerated,0.0,1,38.0,20,15.37,491.8,0,574.0,4.0,8.0,8.0,10,4,5.0,0.0,
RYOW-67,CTM,Decreasing accelerated,0.0,0,34.0,30,15.37,491.8,0,574.0,4.0,8.0,8.0,10,4,5.0,0.0,
WCAW-85,MSM,Decreasing,0.0,0,23.0,35,17.14,546.89,0,574.0,4.0,8.0,8.0,10,4,5.0,0.0,
VZTI-69,MSM,Level with CI,0.0,0,45.0,20,29.4,133.79,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
KIVY-94,Direct,Decreasing accelerated,1.0,1,60.0,15,29.4,133.79,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
SJCR-64,MSM,Level accelerated,0.0,0,55.0,20,38.2,173.83,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
URWT-70,CTM,Level,1.0,1,64.0,20,38.2,173.83,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
KIQW-99,MSM,Level,0.0,0,26.0,20,28.5,506.08,0,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
OAXC-74,CTM,Level,1.0,0,56.0,30,28.5,506.08,0,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
UJCW-78,CTM,Level with CI,1.0,1,41.0,5,28.5,506.08,0,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
AIOY-87,CTM,Level,1.0,0,44.0,30,28.5,506.08,0,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
MLIA-97,CTM,Level with CI,0.0,0,45.0,20,28.5,506.08,0,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
DKGB-13,CTM,Decreasing with CI,1.0,0,53.0,30,174.85,4857.41,0,,,,,,,,,
FGHY-90,Direct,Level with CI,1.0,0,46.0,40,69.57,1895.15,0,573.0,1.0,21.0,8.0,14,4,5.0,0.0,
WDPH-91,MSM,Level with CI,1.0,1,47.0,30,69.57,1895.15,0,573.0,1.0,21.0,8.0,14,4,5.0,0.0,
ZERM-31,CTM,Decreasing,1.0,1,55.0,30,31.02,863.72,0,,,,,,,,,
GWDK-43,MSM,Level with CI,1.0,0,40.0,20,35.87,1014.54,0,,,,,,,,,
IPTU-14,Direct,Level,1.0,0,53.0,15,35.87,1014.54,0,,,,,,,,,
HSCA-48,Direct,Decreasing accelerated,1.0,0,37.0,10,25.0,705.05,0,,,,,,,,,
VYMJ-62,Direct,Level accelerated,1.0,0,29.0,25,25.0,700.29,0,,,,,,,,,
DFAS-10,CTM,Decreasing with CI,1.0,0,56.0,40,29.4,813.44,0,,,,,,,,,
BEQR-51,CTM,Level with CI,1.0,1,59.0,40,30.47,846.55,0,,,,,,,,,
CTFB-18,MSM,Decreasing with CI,1.0,1,56.0,30,25.0,705.05,0,,,,,,,,,
ZBXN-35,MSM,Level accelerated,0.0,1,45.0,20,23.42,571.3,0,572.0,2.0,,3.0,13,5,5.0,0.0,
OYTG-97,Direct,Level with CI,1.0,0,45.0,10,20.0,472.02,0,572.0,2.0,,3.0,13,5,5.0,0.0,
LKVL-11,Direct,Level with CI,1.0,1,53.0,20,20.0,472.02,0,572.0,2.0,,3.0,13,5,5.0,0.0,
YVZT-43,CTM,Level,0.0,0,33.0,5,5.6,148.3,0,574.0,2.0,37.0,10.0,18,4,9.0,0.0,
TOYA-63,Direct,Decreasing,1.0,0,44.0,20,5.6,148.3,0,574.0,2.0,37.0,10.0,18,4,9.0,0.0,
BKOA-15,MSM,Decreasing,1.0,0,49.0,30,29.33,791.79,1,,,,,,,,,
TOPJ-55,MSM,Level with CI,1.0,1,41.0,20,29.33,791.79,1,,,,,,,,,
OWPF-70,Direct,Level with CI,1.0,1,48.0,30,29.33,791.79,1,,,,,,,,,
KFIC-35,CTM,Level accelerated,1.0,0,44.0,25,17.61,502.96,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
KPDJ-32,CTM,Decreasing,0.0,0,46.0,40,17.61,502.96,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
PBVM-36,Direct,Level,0.0,0,51.0,20,17.21,489.0,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
SHXY-55,MSM,Decreasing accelerated,1.0,0,40.0,10,17.21,489.0,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
CSHY-65,CTM,Level with CI,0.0,1,45.0,20,18.6,537.93,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
CBWJ-90,MSM,Decreasing accelerated,1.0,1,44.0,20,15.0,434.51,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
IGXK-45,CTM,Level with CI,0.0,1,37.0,20,16.42,461.16,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
STZR-20,MSM,Level,1.0,0,55.0,20,11.35,282.85,0,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
GTYX-28,CTM,Decreasing,0.0,1,35.0,25,16.42,461.16,1,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
SCOY-75,CTM,Level,1.0,0,49.0,30,16.42,461.16,1,568.0,1.0,10.0,5.0,20,5,5.0,0.0,
ZLQB-25,CTM,Decreasing with CI,1.0,0,46.0,20,28.43,535.57,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
PONY-18,CTM,Level accelerated,0.0,1,47.0,20,46.06,868.04,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
ACDQ-89,Direct,Level,1.0,1,27.0,20,28.43,535.57,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
TRFL-59,MSM,Decreasing accelerated,1.0,0,38.0,30,20.03,417.19,0,567.0,1.0,37.0,4.0,15,3,4.0,0.0,
KOOX-75,Direct,Level with CI,1.0,0,49.0,5,10.0,232.82,0,571.0,5.0,,1.0,,,,0.0,
BZAI-70,Direct,Decreasing with CI,1.0,1,55.0,10,10.0,232.82,0,571.0,5.0,,1.0,,,,0.0,
VBRO-87,CTM,Level,0.0,0,32.0,20,30.38,738.11,0,586.0,2.0,,1.0,1,1,3.0,0.0,
YWOH-84,CTM,Decreasing,0.0,0,29.0,20,54.7,1264.48,0,,,,,,,,,
KQBS-46,MSM,Level,1.0,0,33.0,20,54.7,1264.48,0,,,,,,,,,
QPZL-14,Direct,Level,1.0,0,60.0,5,13.24,211.61,0,,,,,,,,,
GEXB-96,MSM,Level,1.0,1,35.0,20,13.24,211.61,0,,,,,,,,,
PSET-16,CTM,Level accelerated,0.0,0,50.0,20,22.53,369.82,0,,,,,,,,,
XZHL-65,CTM,Decreasing,,1,53.0,30,13.24,211.61,0,,,,,,,,,
PYMB-33,Direct,Decreasing,1.0,1,,30,28.35,690.61,0,456.0,2.0,64.0,8.0,20,7,7.0,3.0,20.0
JETD-21,CTM,Level with CI,1.0,0,32.0,20,28.35,690.61,0,456.0,2.0,64.0,8.0,20,7,7.0,3.0,20.0
IMWM-96,MSM,Decreasing with CI,0.0,0,60.0,30,36.0,663.87,0,580.0,1.0,,1.0,8,3,1.0,0.0,
SJDD-36,CTM,Level,1.0,1,36.0,30,36.0,663.87,0,580.0,1.0,,1.0,8,3,1.0,0.0,
IWCW-37,Direct,Level with CI,0.0,0,43.0,10,10.16,151.31,0,,,,,,,,,
MAGJ-48,CTM,Decreasing with CI,1.0,0,49.0,30,9.78,146.9,0,,,,,,,,,
JAZB-12,CTM,Decreasing with CI,0.0,1,44.0,5,9.91,148.37,0,,,,,,,,,
WACL-91,MSM,Decreasing accelerated,1.0,0,45.0,30,10.97,164.56,0,,,,,,,,,
MEXH-84,CTM,Level,1.0,0,47.0,35,9.59,141.01,0,,,,,,,,,
DGGE-13,CTM,Decreasing with CI,1.0,0,42.0,10,10.16,151.31,0,,,,,,,,,
MKSZ-24,MSM,Level with CI,1.0,0,53.0,10,9.78,146.9,0,,,,,,,,,
KPPD-49,MSM,Level accelerated,1.0,1,45.0,10,8.0,109.08,0,,,,,,,,,
ZJHW-70,CTM,Level accelerated,1.0,0,52.0,20,19.96,496.74,0,573.0,1.0,21.0,8.0,14,4,5.0,0.0,
GLZU-11,CTM,Level,1.0,0,49.0,35,79.01,2160.65,0,564.0,0.0,21.0,3.0,17,4,8.0,0.0,
FXNT-19,CTM,Decreasing with CI,1.0,0,42.0,30,31.84,875.68,0,542.0,3.0,,4.0,13,7,7.0,0.0,
EPNZ-91,Direct,Level,0.0,0,54.0,30,26.21,741.43,0,542.0,3.0,,4.0,13,7,7.0,0.0,
JFLJ-89,CTM,Level,1.0,0,29.0,15,143.61,3744.0,0,485.0,1.0,2.0,7.0,9,4,7.0,3.0,22.0
EZEB-47,Direct,Level,0.0,1,47.0,25,143.61,3744.0,0,485.0,1.0,2.0,7.0,9,4,7.0,3.0,22.0
ZXWD-63,MSM,Level,1.0,0,40.0,30,23.64,629.88,1,537.0,1.0,28.0,3.0,17,6,3.0,0.0,
BGFH-96,CTM,Decreasing,0.0,0,46.0,10,23.64,629.88,1,537.0,1.0,28.0,3.0,17,6,3.0,0.0,
UMKI-50,CTM,Decreasing,1.0,0,45.0,20,23.64,629.88,1,537.0,1.0,28.0,3.0,17,6,3.0,0.0,
BCNK-53,Direct,Level with CI,0.0,0,41.0,20,14.76,325.49,0,560.0,4.0,37.0,7.0,16,6,6.0,0.0,
MYDM-43,CTM,Level,1.0,1,41.0,20,14.76,325.49,0,560.0,4.0,37.0,7.0,16,6,6.0,0.0,
CCLO-40,CTM,Level,1.0,1,55.0,10,23.01,609.88,0,551.0,1.0,120.0,5.0,16,5,7.0,0.0,
KKZX-57,MSM,Level with CI,0.0,0,46.0,25,21.32,533.44,0,587.0,0.0,21.0,0.0,6,3,3.0,0.0,
VTAN-93,MSM,Level,0.0,0,30.0,15,21.32,533.44,0,587.0,0.0,21.0,0.0,6,3,3.0,0.0,
LWZM-48,CTM,Level,1.0,1,51.0,10,20.77,448.57,0,507.0,7.0,,5.0,16,5,5.0,1.0,17.0
DOEN-14,CTM,Level,1.0,0,46.0,10,19.81,595.31,0,472.0,2.0,16.0,4.0,20,7,10.0,1.0,2.0
QLOZ-65,Direct,Level with CI,1.0,0,58.0,20,21.27,638.96,0,472.0,2.0,16.0,4.0,20,7,10.0,1.0,2.0
OXSV-59,CTM,Level,0.0,1,34.0,20,21.27,638.96,0,472.0,2.0,16.0,4.0,20,7,10.0,1.0,2.0
SRYB-51,Direct,Decreasing,0.0,1,49.0,30,16.91,508.02,0,472.0,2.0,16.0,4.0,20,7,10.0,1.0,2.0
LCLJ-44,Direct,Decreasing with CI,0.0,0,44.0,20,25.66,703.77,1,,,,,,,,,
LFXI-51,MSM,Level,1.0,0,39.0,15,21.96,561.68,1,,,,,,,,,
IVRK-14,Direct,Decreasing,1.0,0,46.0,5,18.43,471.42,1,,,,,,,,,
CBQU-35,CTM,Level,1.0,0,42.0,20,14.15,337.31,1,,,,,,,,,
FNXB-74,CTM,Decreasing with CI,1.0,0,42.0,5,268.12,7709.04,0,573.0,8.0,26.0,2.0,8,3,2.0,0.0,
DYFW-10,CTM,Level,1.0,1,46.0,5,18.43,471.42,1,,,,,,,,,
OFXT-59,Direct,Decreasing,1.0,0,52.0,30,18.43,471.42,1,,,,,,,,,
DDZD-71,CTM,Decreasing with CI,1.0,1,46.0,5,14.15,337.31,1,,,,,,,,,
FTGC-28,CTM,Decreasing,0.0,0,47.0,30,10.96,348.77,1,,,,,,,,,
XVFF-62,CTM,Level,0.0,0,48.0,30,24.89,480.73,0,575.0,2.0,12.0,0.0,,6,,0.0,
KRIX-54,Direct,Decreasing accelerated,1.0,1,33.0,40,20.0,608.87,0,,,,,,,,,
DBKN-92,MSM,Decreasing with CI,1.0,0,37.0,5,20.0,608.87,0,,,,,,,,,
FDAG-25,Direct,Decreasing with CI,0.0,0,45.0,20,20.0,608.87,0,,,,,,,,,
DZFD-85,Direct,Decreasing,1.0,1,35.0,10,20.0,608.87,0,,,,,,,,,
DCPZ-60,MSM,Level,1.0,0,53.0,35,8.23,282.58,0,540.0,0.0,,5.0,22,7,5.0,0.0,
TAYO-15,CTM,Level,0.0,1,60.0,30,8.23,282.58,0,540.0,0.0,,5.0,22,7,5.0,0.0,
JREE-93,MSM,Level,0.0,1,39.0,20,207.53,5490.76,0,533.0,8.0,19.0,5.0,10,7,9.0,0.0,
KZIM-32,CTM,Level,1.0,1,49.0,30,207.53,5490.76,0,533.0,8.0,19.0,5.0,10,7,9.0,0.0,
EWWU-34,CTM,Decreasing,1.0,1,35.0,10,28.5,506.08,0,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
HBSE-75,Direct,Level,1.0,1,41.0,25,28.5,506.08,0,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
TZMQ-13,Direct,Decreasing,1.0,0,37.0,30,43.52,1192.58,0,564.0,6.0,,9.0,11,5,2.0,0.0,
BADT-19,Direct,Decreasing with CI,1.0,1,44.0,10,43.52,1192.58,0,564.0,6.0,,9.0,11,5,2.0,0.0,
WGWP-52,CTM,Level,0.0,0,46.0,30,13.59,255.59,0,477.0,2.0,96.0,15.0,18,6,9.0,1.0,43.0
FMXP-93,CTM,Level,1.0,0,49.0,20,31.73,736.64,1,,,,,,,,,
FGOH-70,CTM,Level with CI,0.0,1,52.0,10,30.04,687.95,1,,,,,,,,,
UYYF-33,MSM,Decreasing,0.0,1,24.0,30,31.73,736.64,1,,,,,,,,,
EOPY-16,CTM,Decreasing,0.0,0,40.0,30,31.73,736.64,1,,,,,,,,,
TXAR-30,CTM,Level,1.0,1,56.0,30,45.76,1414.93,0,584.0,5.0,28.0,8.0,10,4,1.0,0.0,
TSHP-47,CTM,Level with CI,1.0,0,46.0,20,40.66,817.48,0,585.0,1.0,38.0,9.0,6,4,1.0,0.0,
PAMG-76,CTM,Level,0.0,0,45.0,5,25.94,662.36,0,539.0,2.0,,5.0,8,7,3.0,0.0,
RZCO-79,CTM,Decreasing with CI,0.0,0,41.0,40,25.94,662.36,0,539.0,2.0,,5.0,8,7,3.0,0.0,
NQMC-71,MSM,Decreasing,1.0,0,44.0,10,25.94,662.36,0,539.0,2.0,,5.0,8,7,3.0,0.0,
RZDJ-51,CTM,Level accelerated,0.0,1,51.0,30,255.67,8228.77,0,598.0,0.0,,0.0,8,3,1.0,0.0,
VORU-27,CTM,Decreasing with CI,1.0,0,40.0,20,255.67,8228.77,0,598.0,0.0,,0.0,8,3,1.0,0.0,
GDWJ-79,MSM,Level accelerated,0.0,0,45.0,5,255.67,8228.77,0,598.0,0.0,,0.0,8,3,1.0,0.0,
VLTE-89,Direct,Decreasing with CI,1.0,1,43.0,30,11.64,327.9,0,564.0,7.0,21.0,19.0,22,5,6.0,0.0,
PGJH-89,CTM,Level with CI,1.0,0,46.0,20,11.64,327.9,0,564.0,7.0,21.0,19.0,22,5,6.0,0.0,
UTBU-12,CTM,Decreasing,1.0,0,42.0,30,11.76,361.95,0,564.0,7.0,21.0,19.0,22,5,6.0,0.0,
KQMA-38,MSM,Level,0.0,0,48.0,10,12.66,368.5,1,587.0,7.0,,12.0,9,5,2.0,0.0,
GFZF-99,Direct,Decreasing,1.0,1,50.0,25,13.0,377.78,1,587.0,7.0,,12.0,9,5,2.0,0.0,
PGMD-87,CTM,Decreasing with CI,1.0,0,51.0,5,13.0,377.78,1,587.0,7.0,,12.0,9,5,2.0,0.0,
LUXI-42,Direct,Level with CI,0.0,0,52.0,25,13.0,377.78,1,587.0,7.0,,12.0,9,5,2.0,0.0,
IQWJ-80,CTM,Level,0.0,1,43.0,30,10.0,288.95,1,587.0,7.0,,12.0,9,5,2.0,0.0,
NILL-86,Direct,Decreasing with CI,1.0,0,46.0,20,4.26,46.37,1,483.0,4.0,,3.0,21,7,7.0,1.0,14.0
GIHS-41,Direct,Level accelerated,0.0,0,55.0,20,4.26,46.37,1,483.0,4.0,,3.0,21,7,7.0,1.0,14.0
XBMG-85,MSM,Level,1.0,1,44.0,20,5.8,63.1,1,483.0,4.0,,3.0,21,7,7.0,1.0,14.0
RTDR-45,CTM,Level,1.0,1,44.0,20,33.22,936.0,0,565.0,2.0,,10.0,11,5,3.0,0.0,
GDXI-75,Direct,Decreasing with CI,0.0,0,44.0,5,33.22,936.0,0,565.0,2.0,,10.0,11,5,3.0,0.0,
HQXE-65,CTM,Decreasing with CI,1.0,1,45.0,15,10.87,292.74,1,538.0,7.0,21.0,7.0,19,7,10.0,0.0,
IWLD-36,CTM,Decreasing with CI,1.0,0,37.0,30,7.01,107.95,1,538.0,7.0,21.0,7.0,19,7,10.0,0.0,
IKDX-27,Direct,Decreasing,1.0,0,34.0,10,7.01,107.95,1,538.0,7.0,21.0,7.0,19,7,10.0,0.0,
KNTN-57,CTM,Level,1.0,0,32.0,10,6.53,92.23,1,538.0,7.0,21.0,7.0,19,7,10.0,0.0,
